danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,audio_features,2ajhenDRiiAnCHHjsIOHhJ,spotify:track:2ajhenDRiiAnCHHjsIOHhJ,https://api.spotify.com/v1/tracks/2ajhenDRiiAnCHHjsIOHhJ,https://api.spotify.com/v1/audio-analysis/2ajhenDRiiAnCHHjsIOHhJ,224253,4,3
0.621,0.6,8,-6.349,1,0.576,0.277,0.0,0.495,0.485,80.021,audio_features,0AA6zq5ArZ1sSH7VIMi4NK,spotify:track:0AA6zq5ArZ1sSH7VIMi4NK,https://api.spotify.com/v1/tracks/0AA6zq5ArZ1sSH7VIMi4NK,https://api.spotify.com/v1/audio-analysis/0AA6zq5ArZ1sSH7VIMi4NK,253707,4,3
0.811,0.657,6,-6.197,1,0.362,0.0391,0.712,0.0798,0.777,199.958,audio_features,1AjQE5MtP5jHQMyDepbvLI,spotify:track:1AjQE5MtP5jHQMyDepbvLI,https://api.spotify.com/v1/tracks/1AjQE5MtP5jHQMyDepbvLI,https://api.spotify.com/v1/audio-analysis/1AjQE5MtP5jHQMyDepbvLI,184907,4,4
0.805,0.717,2,-3.956,1,0.266,0.0669,0.0,0.248,0.582,112.989,audio_features,0KxU9wjCedUxSGdjuFdBDu,spotify:track:0KxU9wjCedUxSGdjuFdBDu,https://api.spotify.com/v1/tracks/0KxU9wjCedUxSGdjuFdBDu,https://api.spotify.com/v1/audio-analysis/0KxU9wjCedUxSGdjuFdBDu,296187,4,3
0.913,0.682,7,-4.361,1,0.234,0.0887,0.0,0.14,0.633,105.025,audio_features,3DABg6RvNc3p0gkS7PiEO9,spotify:track:3DABg6RvNc3p0gkS7PiEO9,https://api.spotify.com/v1/tracks/3DABg6RvNc3p0gkS7PiEO9,https://api.spotify.com/v1/audio-analysis/3DABg6RvNc3p0gkS7PiEO9,215920,4,3
0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,audio_features,2kQuhkFX7uSVepCD3h29g5,spotify:track:2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/tracks/2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/audio-analysis/2kQuhkFX7uSVepCD3h29g5,212360,4,5
0.905,0.544,8,-4.354,0,0.117,0.258,0.0,0.0618,0.882,90.026,audio_features,4YA5g2UpNLmdql8fdrhlwY,spotify:track:4YA5g2UpNLmdql8fdrhlwY,https://api.spotify.com/v1/tracks/4YA5g2UpNLmdql8fdrhlwY,https://api.spotify.com/v1/audio-analysis/4YA5g2UpNLmdql8fdrhlwY,230107,4,5
0.58,0.981,8,-2.603,0,0.06,0.0171,1.07e-05,0.386,0.861,134.007,audio_features,5XMjXjwCkJVmk0AHm7z8IV,spotify:track:5XMjXjwCkJVmk0AHm7z8IV,https://api.spotify.com/v1/tracks/5XMjXjwCkJVmk0AHm7z8IV,https://api.spotify.com/v1/audio-analysis/5XMjXjwCkJVmk0AHm7z8IV,195667,4,5
0.494,0.887,6,-4.297,0,0.398,0.00661,0.0,0.103,0.548,89.554,audio_features,7sLpSWxQazJzDVG6YGzlVs,spotify:track:7sLpSWxQazJzDVG6YGzlVs,https://api.spotify.com/v1/tracks/7sLpSWxQazJzDVG6YGzlVs,https://api.spotify.com/v1/audio-analysis/7sLpSWxQazJzDVG6YGzlVs,234627,4,3
0.398,0.789,4,-7.433,1,0.0406,0.0353,3.24e-05,0.0714,0.312,158.486,audio_features,1PPwghTeQBBKkEGJrf6noY,spotify:track:1PPwghTeQBBKkEGJrf6noY,https://api.spotify.com/v1/tracks/1PPwghTeQBBKkEGJrf6noY,https://api.spotify.com/v1/audio-analysis/1PPwghTeQBBKkEGJrf6noY,193693,4,2
0.464,0.971,9,-5.546,0,0.26,0.0635,0.000108,0.073,0.265,140.179,audio_features,3N9huFk2IceMSlKoZLaUsv,spotify:track:3N9huFk2IceMSlKoZLaUsv,https://api.spotify.com/v1/tracks/3N9huFk2IceMSlKoZLaUsv,https://api.spotify.com/v1/audio-analysis/3N9huFk2IceMSlKoZLaUsv,207067,4,3
0.732,0.66,11,-5.729,0,0.0424,0.00297,0.649,0.0579,0.867,129.991,audio_features,3rV8Ri52BWoPK4VAMnGdBt,spotify:track:3rV8Ri52BWoPK4VAMnGdBt,https://api.spotify.com/v1/tracks/3rV8Ri52BWoPK4VAMnGdBt,https://api.spotify.com/v1/audio-analysis/3rV8Ri52BWoPK4VAMnGdBt,281533,4,4
0.773,0.813,4,-4.609,0,0.0797,0.0331,3.77e-05,0.192,0.707,127.93,audio_features,692a9IHmdxgnQPRRFPUE6E,spotify:track:692a9IHmdxgnQPRRFPUE6E,https://api.spotify.com/v1/tracks/692a9IHmdxgnQPRRFPUE6E,https://api.spotify.com/v1/audio-analysis/692a9IHmdxgnQPRRFPUE6E,199387,4,5
0.78,0.691,11,-7.785,1,0.049,0.00639,0.28,0.0625,0.142,129.992,audio_features,4L6zBUIPLIqvPacWAjjaDN,spotify:track:4L6zBUIPLIqvPacWAjjaDN,https://api.spotify.com/v1/tracks/4L6zBUIPLIqvPacWAjjaDN,https://api.spotify.com/v1/audio-analysis/4L6zBUIPLIqvPacWAjjaDN,466088,4,4
0.865,0.691,3,-4.845,0,0.0501,0.0305,0.303,0.0964,0.456,124.972,audio_features,0CJ1quCQhVX9Ax2jYwwovA,spotify:track:0CJ1quCQhVX9Ax2jYwwovA,https://api.spotify.com/v1/tracks/0CJ1quCQhVX9Ax2jYwwovA,https://api.spotify.com/v1/audio-analysis/0CJ1quCQhVX9Ax2jYwwovA,269800,4,5
0.829,0.557,11,-6.153,0,0.11,0.00312,3.78e-06,0.0598,0.953,134.981,audio_features,5gYb9B6N8ygZ6xoZqtX1YB,spotify:track:5gYb9B6N8ygZ6xoZqtX1YB,https://api.spotify.com/v1/tracks/5gYb9B6N8ygZ6xoZqtX1YB,https://api.spotify.com/v1/audio-analysis/5gYb9B6N8ygZ6xoZqtX1YB,230293,4,5
0.865,0.867,0,-2.595,1,0.236,0.149,0.0,0.064,0.729,104.916,audio_features,0RPxkdbYnumkBXLhvD9jcR,spotify:track:0RPxkdbYnumkBXLhvD9jcR,https://api.spotify.com/v1/tracks/0RPxkdbYnumkBXLhvD9jcR,https://api.spotify.com/v1/audio-analysis/0RPxkdbYnumkBXLhvD9jcR,184440,4,3
0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,audio_features,4xkOaSrkexMciUUogZKVTS,spotify:track:4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/audio-analysis/4xkOaSrkexMciUUogZKVTS,297787,4,2
0.632,0.631,5,-3.801,0,0.13,0.311,0.0,0.142,0.684,68.88,audio_features,6WAhLCL1XchQzYjl15rnFp,spotify:track:6WAhLCL1XchQzYjl15rnFp,https://api.spotify.com/v1/tracks/6WAhLCL1XchQzYjl15rnFp,https://api.spotify.com/v1/audio-analysis/6WAhLCL1XchQzYjl15rnFp,268027,4,5
0.677,0.682,9,-6.879,1,0.0361,0.0405,0.0,0.0351,0.875,106.279,audio_features,0BBOLOV5JntPL3341swIre,spotify:track:0BBOLOV5JntPL3341swIre,https://api.spotify.com/v1/tracks/0BBOLOV5JntPL3341swIre,https://api.spotify.com/v1/audio-analysis/0BBOLOV5JntPL3341swIre,192107,4,0
0.926,0.56,8,-2.238,0,0.0479,0.18,5.28e-05,0.0804,0.974,92.916,audio_features,2D5QhvAWddOJTvk1XawrTU,spotify:track:2D5QhvAWddOJTvk1XawrTU,https://api.spotify.com/v1/tracks/2D5QhvAWddOJTvk1XawrTU,https://api.spotify.com/v1/audio-analysis/2D5QhvAWddOJTvk1XawrTU,267960,4,5
0.705,0.872,11,-3.557,0,0.126,0.0618,0.0,0.227,0.75,93.628,audio_features,2QsoVMTKj5m5kgztTOep98,spotify:track:2QsoVMTKj5m5kgztTOep98,https://api.spotify.com/v1/tracks/2QsoVMTKj5m5kgztTOep98,https://api.spotify.com/v1/audio-analysis/2QsoVMTKj5m5kgztTOep98,207040,4,5
0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,audio_features,4NeOWqHmlrGRuBvsLJC9rL,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/tracks/4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/audio-analysis/4NeOWqHmlrGRuBvsLJC9rL,276160,4,7
0.907,0.695,11,-6.268,0,0.135,0.246,0.0,0.0808,0.961,101.007,audio_features,7FrJV8tydWEv1Mxu2mIQrm,spotify:track:7FrJV8tydWEv1Mxu2mIQrm,https://api.spotify.com/v1/tracks/7FrJV8tydWEv1Mxu2mIQrm,https://api.spotify.com/v1/audio-analysis/7FrJV8tydWEv1Mxu2mIQrm,298307,4,5
0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969,audio_features,7xYnUQigPoIDAMPVK79NEq,spotify:track:7xYnUQigPoIDAMPVK79NEq,https://api.spotify.com/v1/tracks/7xYnUQigPoIDAMPVK79NEq,https://api.spotify.com/v1/audio-analysis/7xYnUQigPoIDAMPVK79NEq,229867,4,5
0.588,0.461,6,-8.686,0,0.161,0.237,1.54e-05,0.0913,0.659,200.053,audio_features,0YGQ3hZcRLC5YX7o0hdmHg,spotify:track:0YGQ3hZcRLC5YX7o0hdmHg,https://api.spotify.com/v1/tracks/0YGQ3hZcRLC5YX7o0hdmHg,https://api.spotify.com/v1/audio-analysis/0YGQ3hZcRLC5YX7o0hdmHg,208573,4,2
0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,audio_features,0COqiPhxzoWICwFCS4eZcp,spotify:track:0COqiPhxzoWICwFCS4eZcp,https://api.spotify.com/v1/tracks/0COqiPhxzoWICwFCS4eZcp,https://api.spotify.com/v1/audio-analysis/0COqiPhxzoWICwFCS4eZcp,235893,4,2
0.851,0.629,1,-8.385,1,0.175,0.00705,0.000372,0.0746,0.789,125.984,audio_features,6Rb0ptOEjBjPPQUlQtQGbL,spotify:track:6Rb0ptOEjBjPPQUlQtQGbL,https://api.spotify.com/v1/tracks/6Rb0ptOEjBjPPQUlQtQGbL,https://api.spotify.com/v1/audio-analysis/6Rb0ptOEjBjPPQUlQtQGbL,237640,4,0
0.838,0.813,0,-4.358,1,0.225,0.02,0.0,0.0914,0.779,140.015,audio_features,2MEm4ydaYLfXcS0RwocAu4,spotify:track:2MEm4ydaYLfXcS0RwocAu4,https://api.spotify.com/v1/tracks/2MEm4ydaYLfXcS0RwocAu4,https://api.spotify.com/v1/audio-analysis/2MEm4ydaYLfXcS0RwocAu4,205293,4,3
0.886,0.626,11,-2.528,0,0.277,0.265,0.0,0.024,0.856,93.989,audio_features,6mcu7D7QuABVwUGDwovOEh,spotify:track:6mcu7D7QuABVwUGDwovOEh,https://api.spotify.com/v1/tracks/6mcu7D7QuABVwUGDwovOEh,https://api.spotify.com/v1/audio-analysis/6mcu7D7QuABVwUGDwovOEh,196627,4,3
0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,audio_features,5W8YXBz9MTIDyrpYaCg2Ky,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,https://api.spotify.com/v1/tracks/5W8YXBz9MTIDyrpYaCg2Ky,https://api.spotify.com/v1/audio-analysis/5W8YXBz9MTIDyrpYaCg2Ky,199907,4,5
0.767,0.599,10,-5.176,0,0.0404,0.00436,0.0381,0.0714,0.788,137.035,audio_features,6uGQKWdjmKvgH1QdDCcM8N,spotify:track:6uGQKWdjmKvgH1QdDCcM8N,https://api.spotify.com/v1/tracks/6uGQKWdjmKvgH1QdDCcM8N,https://api.spotify.com/v1/audio-analysis/6uGQKWdjmKvgH1QdDCcM8N,171973,4,5
0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,audio_features,0HJRAM7Gt9jXskuXjZeFX3,spotify:track:0HJRAM7Gt9jXskuXjZeFX3,https://api.spotify.com/v1/tracks/0HJRAM7Gt9jXskuXjZeFX3,https://api.spotify.com/v1/audio-analysis/0HJRAM7Gt9jXskuXjZeFX3,493400,4,2
0.791,0.965,7,-4.735,1,0.195,0.1,5.09e-06,0.319,0.544,128.001,audio_features,6Fp3qMXhFYzoQDLTdgAfJ6,spotify:track:6Fp3qMXhFYzoQDLTdgAfJ6,https://api.spotify.com/v1/tracks/6Fp3qMXhFYzoQDLTdgAfJ6,https://api.spotify.com/v1/audio-analysis/6Fp3qMXhFYzoQDLTdgAfJ6,185391,4,3
0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0788,0.663,80.569,audio_features,7jLbTp3qZzah9kMIdW8e5M,spotify:track:7jLbTp3qZzah9kMIdW8e5M,https://api.spotify.com/v1/tracks/7jLbTp3qZzah9kMIdW8e5M,https://api.spotify.com/v1/audio-analysis/7jLbTp3qZzah9kMIdW8e5M,238053,4,5
0.664,0.921,9,-3.803,0,0.104,0.0251,0.0,0.175,0.766,158.381,audio_features,1rbnDRx6VuKAGS36CmiyQD,spotify:track:1rbnDRx6VuKAGS36CmiyQD,https://api.spotify.com/v1/tracks/1rbnDRx6VuKAGS36CmiyQD,https://api.spotify.com/v1/audio-analysis/1rbnDRx6VuKAGS36CmiyQD,241667,4,5
0.634,0.526,5,-7.881,0,0.0333,0.339,0.0,0.257,0.623,90.087,audio_features,4v7DCN09hgXkKazefkznDQ,spotify:track:4v7DCN09hgXkKazefkznDQ,https://api.spotify.com/v1/tracks/4v7DCN09hgXkKazefkznDQ,https://api.spotify.com/v1/audio-analysis/4v7DCN09hgXkKazefkznDQ,235800,4,5
0.709,0.891,0,-3.688,1,0.0528,0.00144,0.0,0.034,0.886,141.04,audio_features,1iOJQhxKSJ7dg3Dk03yPnl,spotify:track:1iOJQhxKSJ7dg3Dk03yPnl,https://api.spotify.com/v1/tracks/1iOJQhxKSJ7dg3Dk03yPnl,https://api.spotify.com/v1/audio-analysis/1iOJQhxKSJ7dg3Dk03yPnl,214387,4,0
0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,audio_features,1f2V8U1BiWaC9aJWmpOARe,spotify:track:1f2V8U1BiWaC9aJWmpOARe,https://api.spotify.com/v1/tracks/1f2V8U1BiWaC9aJWmpOARe,https://api.spotify.com/v1/audio-analysis/1f2V8U1BiWaC9aJWmpOARe,216933,4,2
0.552,0.577,5,-7.107,1,0.0929,0.0122,0.000139,0.121,0.763,87.554,audio_features,1IivtUqnUfW9jH3pM08D8U,spotify:track:1IivtUqnUfW9jH3pM08D8U,https://api.spotify.com/v1/tracks/1IivtUqnUfW9jH3pM08D8U,https://api.spotify.com/v1/audio-analysis/1IivtUqnUfW9jH3pM08D8U,219013,4,0
0.55,0.903,1,-4.027,0,0.0928,0.00183,0.0,0.359,0.506,150.142,audio_features,28qkNp9shSV8AQrBwxZf48,spotify:track:28qkNp9shSV8AQrBwxZf48,https://api.spotify.com/v1/tracks/28qkNp9shSV8AQrBwxZf48,https://api.spotify.com/v1/audio-analysis/28qkNp9shSV8AQrBwxZf48,241000,4,2
0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,audio_features,10Nmj3JCNoMeBQ87uw5j8k,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,https://api.spotify.com/v1/tracks/10Nmj3JCNoMeBQ87uw5j8k,https://api.spotify.com/v1/audio-analysis/10Nmj3JCNoMeBQ87uw5j8k,282160,4,0
0.817,0.645,2,-6.825,1,0.249,0.282,0.0,0.06,0.623,95.015,audio_features,47VRtROAdociHgtuVZNoBL,spotify:track:47VRtROAdociHgtuVZNoBL,https://api.spotify.com/v1/tracks/47VRtROAdociHgtuVZNoBL,https://api.spotify.com/v1/audio-analysis/47VRtROAdociHgtuVZNoBL,343227,4,3
0.61,0.922,2,-5.623,1,0.0341,0.025,0.0219,0.183,0.775,108.458,audio_features,4EdOyT1E50Nhnv6dGOmIT4,spotify:track:4EdOyT1E50Nhnv6dGOmIT4,https://api.spotify.com/v1/tracks/4EdOyT1E50Nhnv6dGOmIT4,https://api.spotify.com/v1/audio-analysis/4EdOyT1E50Nhnv6dGOmIT4,232760,4,0
0.484,0.911,11,-4.645,1,0.0494,0.022,8.03e-06,0.193,0.947,184.882,audio_features,4hYinIaRxdaoEFSQni6K6I,spotify:track:4hYinIaRxdaoEFSQni6K6I,https://api.spotify.com/v1/tracks/4hYinIaRxdaoEFSQni6K6I,https://api.spotify.com/v1/audio-analysis/4hYinIaRxdaoEFSQni6K6I,236200,4,2
0.751,0.884,5,-3.034,1,0.0358,0.145,0.0,0.398,0.977,81.259,audio_features,2XQ00wanrsQOL9djhTQEEY,spotify:track:2XQ00wanrsQOL9djhTQEEY,https://api.spotify.com/v1/tracks/2XQ00wanrsQOL9djhTQEEY,https://api.spotify.com/v1/audio-analysis/2XQ00wanrsQOL9djhTQEEY,208512,4,0
0.619,0.974,9,-7.039,0,0.0277,0.146,0.00162,0.132,0.701,131.963,audio_features,0IbTukfZdB91gclEXUQZkH,spotify:track:0IbTukfZdB91gclEXUQZkH,https://api.spotify.com/v1/tracks/0IbTukfZdB91gclEXUQZkH,https://api.spotify.com/v1/audio-analysis/0IbTukfZdB91gclEXUQZkH,214533,4,5
0.377,0.904,4,-3.634,0,0.307,0.0747,0.0,0.334,0.595,200.566,audio_features,2ptt0Eftq3b2jElTRrctrT,spotify:track:2ptt0Eftq3b2jElTRrctrT,https://api.spotify.com/v1/tracks/2ptt0Eftq3b2jElTRrctrT,https://api.spotify.com/v1/audio-analysis/2ptt0Eftq3b2jElTRrctrT,221587,4,3
0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,audio_features,0F7FA14euOIX8KcbEturGH,spotify:track:0F7FA14euOIX8KcbEturGH,https://api.spotify.com/v1/tracks/0F7FA14euOIX8KcbEturGH,https://api.spotify.com/v1/audio-analysis/0F7FA14euOIX8KcbEturGH,113000,4,0
0.623,0.588,7,-7.457,1,0.0304,0.0588,0.000346,0.437,0.317,93.922,audio_features,1kS9d4x0ftbfq65eaBGSCT,spotify:track:1kS9d4x0ftbfq65eaBGSCT,https://api.spotify.com/v1/tracks/1kS9d4x0ftbfq65eaBGSCT,https://api.spotify.com/v1/audio-analysis/1kS9d4x0ftbfq65eaBGSCT,278387,4,7
0.802,0.821,9,-4.987,1,0.0824,0.0327,0.0,0.13,0.595,100.113,audio_features,3vaBHxfz5WPBLLPt1hTUvI,spotify:track:3vaBHxfz5WPBLLPt1hTUvI,https://api.spotify.com/v1/tracks/3vaBHxfz5WPBLLPt1hTUvI,https://api.spotify.com/v1/audio-analysis/3vaBHxfz5WPBLLPt1hTUvI,209453,4,0
0.667,0.861,0,-5.317,1,0.0883,0.0364,0.0,0.338,0.642,106.029,audio_features,736ZXpp3gYi2KtcKi3s5Af,spotify:track:736ZXpp3gYi2KtcKi3s5Af,https://api.spotify.com/v1/tracks/736ZXpp3gYi2KtcKi3s5Af,https://api.spotify.com/v1/audio-analysis/736ZXpp3gYi2KtcKi3s5Af,202320,4,0
0.523,0.786,8,-6.155,1,0.0441,0.176,0.0,0.108,0.257,178.095,audio_features,5tYNY1VFSIl30D9TQWcUJ1,spotify:track:5tYNY1VFSIl30D9TQWcUJ1,https://api.spotify.com/v1/tracks/5tYNY1VFSIl30D9TQWcUJ1,https://api.spotify.com/v1/audio-analysis/5tYNY1VFSIl30D9TQWcUJ1,213600,4,2
0.618,0.693,8,-5.665,1,0.0344,0.544,0.0,0.118,0.505,81.999,audio_features,1TSnr1b8d2R3l6sGrYlPIi,spotify:track:1TSnr1b8d2R3l6sGrYlPIi,https://api.spotify.com/v1/tracks/1TSnr1b8d2R3l6sGrYlPIi,https://api.spotify.com/v1/audio-analysis/1TSnr1b8d2R3l6sGrYlPIi,201729,4,1
0.64,0.746,9,-4.552,1,0.424,0.00744,0.0,0.103,0.179,131.892,audio_features,1v5ux3K8vE1CWxDa0PVyGu,spotify:track:1v5ux3K8vE1CWxDa0PVyGu,https://api.spotify.com/v1/tracks/1v5ux3K8vE1CWxDa0PVyGu,https://api.spotify.com/v1/audio-analysis/1v5ux3K8vE1CWxDa0PVyGu,204947,4,3
0.498,0.862,7,-6.02,0,0.0589,0.000313,0.00941,0.352,0.47,128.034,audio_features,3aQz0z86zrKjd1mcZlonxE,spotify:track:3aQz0z86zrKjd1mcZlonxE,https://api.spotify.com/v1/tracks/3aQz0z86zrKjd1mcZlonxE,https://api.spotify.com/v1/audio-analysis/3aQz0z86zrKjd1mcZlonxE,192294,4,5
0.948,0.575,8,-4.536,1,0.0604,0.0044,0.0,0.0655,0.208,130.993,audio_features,0TvcLuXOCVXQZwspgXPOZb,spotify:track:0TvcLuXOCVXQZwspgXPOZb,https://api.spotify.com/v1/tracks/0TvcLuXOCVXQZwspgXPOZb,https://api.spotify.com/v1/audio-analysis/0TvcLuXOCVXQZwspgXPOZb,209240,4,0
0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,audio_features,7yO48FWUkqsrdxrwkGcnwl,spotify:track:7yO48FWUkqsrdxrwkGcnwl,https://api.spotify.com/v1/tracks/7yO48FWUkqsrdxrwkGcnwl,https://api.spotify.com/v1/audio-analysis/7yO48FWUkqsrdxrwkGcnwl,194840,4,0
0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,audio_features,0Oe49j06Bjrxs8PltuVeaW,spotify:track:0Oe49j06Bjrxs8PltuVeaW,https://api.spotify.com/v1/tracks/0Oe49j06Bjrxs8PltuVeaW,https://api.spotify.com/v1/audio-analysis/0Oe49j06Bjrxs8PltuVeaW,230907,4,0
0.65,0.946,11,-5.326,1,0.0981,0.223,0.0,0.979,0.669,96.033,audio_features,29vem0DsWK4224LQyxcmA5,spotify:track:29vem0DsWK4224LQyxcmA5,https://api.spotify.com/v1/tracks/29vem0DsWK4224LQyxcmA5,https://api.spotify.com/v1/audio-analysis/29vem0DsWK4224LQyxcmA5,170493,4,7
0.818,0.626,7,-6.512,1,0.0355,0.0792,0.0,0.122,0.958,95.545,audio_features,063ltSmgXNffmgYxippeke,spotify:track:063ltSmgXNffmgYxippeke,https://api.spotify.com/v1/tracks/063ltSmgXNffmgYxippeke,https://api.spotify.com/v1/audio-analysis/063ltSmgXNffmgYxippeke,172209,4,0
0.606,0.883,3,-3.243,1,0.0423,0.00872,0.0,0.0698,0.608,128.053,audio_features,5pmL3RzOy3IvGFaSDi4hZL,spotify:track:5pmL3RzOy3IvGFaSDi4hZL,https://api.spotify.com/v1/tracks/5pmL3RzOy3IvGFaSDi4hZL,https://api.spotify.com/v1/audio-analysis/5pmL3RzOy3IvGFaSDi4hZL,244907,4,0
0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,audio_features,6F6TsdD0ijquDSjcr9lgIt,spotify:track:6F6TsdD0ijquDSjcr9lgIt,https://api.spotify.com/v1/tracks/6F6TsdD0ijquDSjcr9lgIt,https://api.spotify.com/v1/audio-analysis/6F6TsdD0ijquDSjcr9lgIt,199680,4,7
0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,audio_features,1NpW5kyvO4XrNJ3rnfcNy3,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/audio-analysis/1NpW5kyvO4XrNJ3rnfcNy3,232947,4,5
0.595,0.914,1,-5.351,1,0.0363,0.00137,0.445,0.0714,0.0381,128.019,audio_features,4g6m1iaAsgdgDqgxGtvY0C,spotify:track:4g6m1iaAsgdgDqgxGtvY0C,https://api.spotify.com/v1/tracks/4g6m1iaAsgdgDqgxGtvY0C,https://api.spotify.com/v1/audio-analysis/4g6m1iaAsgdgDqgxGtvY0C,176118,4,4
0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,audio_features,1obZSxOoO12yWkwY1kY72N,spotify:track:1obZSxOoO12yWkwY1kY72N,https://api.spotify.com/v1/tracks/1obZSxOoO12yWkwY1kY72N,https://api.spotify.com/v1/audio-analysis/1obZSxOoO12yWkwY1kY72N,229507,4,0
0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,audio_features,05SBRd4fXgn8FX7bf8BCAE,spotify:track:05SBRd4fXgn8FX7bf8BCAE,https://api.spotify.com/v1/tracks/05SBRd4fXgn8FX7bf8BCAE,https://api.spotify.com/v1/audio-analysis/05SBRd4fXgn8FX7bf8BCAE,234507,4,0
0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,audio_features,07nH4ifBxUB4lZcsf44Brn,spotify:track:07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/audio-analysis/07nH4ifBxUB4lZcsf44Brn,212960,4,2
0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,audio_features,12KUFSHFgT0XCoiSlvdQi4,spotify:track:12KUFSHFgT0XCoiSlvdQi4,https://api.spotify.com/v1/tracks/12KUFSHFgT0XCoiSlvdQi4,https://api.spotify.com/v1/audio-analysis/12KUFSHFgT0XCoiSlvdQi4,214840,4,5
0.69,0.937,10,-5.393,1,0.0642,0.0894,0.000104,0.0532,0.794,122.951,audio_features,49eplIHvgCLY8HAgcaWrUb,spotify:track:49eplIHvgCLY8HAgcaWrUb,https://api.spotify.com/v1/tracks/49eplIHvgCLY8HAgcaWrUb,https://api.spotify.com/v1/audio-analysis/49eplIHvgCLY8HAgcaWrUb,235012,4,0
0.697,0.753,2,-6.213,1,0.0679,0.0752,0.0,0.189,0.507,81.017,audio_features,6ngfhauAytTZsaQgZyJIeK,spotify:track:6ngfhauAytTZsaQgZyJIeK,https://api.spotify.com/v1/tracks/6ngfhauAytTZsaQgZyJIeK,https://api.spotify.com/v1/audio-analysis/6ngfhauAytTZsaQgZyJIeK,229653,4,0
0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,audio_features,7vS3Y0IKjde7Xg85LWIEdP,spotify:track:7vS3Y0IKjde7Xg85LWIEdP,https://api.spotify.com/v1/tracks/7vS3Y0IKjde7Xg85LWIEdP,https://api.spotify.com/v1/audio-analysis/7vS3Y0IKjde7Xg85LWIEdP,193920,4,5
0.548,0.723,6,-6.002,1,0.0375,0.0969,1.28e-05,0.337,0.499,125.088,audio_features,0CI422U7nhDLnk43s1BS1F,spotify:track:0CI422U7nhDLnk43s1BS1F,https://api.spotify.com/v1/tracks/0CI422U7nhDLnk43s1BS1F,https://api.spotify.com/v1/audio-analysis/0CI422U7nhDLnk43s1BS1F,179960,4,2
0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,audio_features,1HFfMOxCAT4GAwaPfCdmUs,spotify:track:1HFfMOxCAT4GAwaPfCdmUs,https://api.spotify.com/v1/tracks/1HFfMOxCAT4GAwaPfCdmUs,https://api.spotify.com/v1/audio-analysis/1HFfMOxCAT4GAwaPfCdmUs,208133,4,5
0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,audio_features,760klboT1E03jUt7CiVhbV,spotify:track:760klboT1E03jUt7CiVhbV,https://api.spotify.com/v1/tracks/760klboT1E03jUt7CiVhbV,https://api.spotify.com/v1/audio-analysis/760klboT1E03jUt7CiVhbV,190186,4,0
