danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,audio_features,6JY1IdkZGeIcPegKxjSKeb,spotify:track:6JY1IdkZGeIcPegKxjSKeb,https://api.spotify.com/v1/tracks/6JY1IdkZGeIcPegKxjSKeb,https://api.spotify.com/v1/audio-analysis/6JY1IdkZGeIcPegKxjSKeb,188960,4,5
0.75,0.818,7,-4.601,0,0.0551,0.146,0.0,0.686,0.652,129.963,audio_features,495O1Affo7AurEPQcvcr18,spotify:track:495O1Affo7AurEPQcvcr18,https://api.spotify.com/v1/tracks/495O1Affo7AurEPQcvcr18,https://api.spotify.com/v1/audio-analysis/495O1Affo7AurEPQcvcr18,213293,4,7
0.607,0.805,11,-5.579,0,0.0608,0.00175,0.0,0.231,0.232,139.894,audio_features,1hBM2D1ULT3aeKuddSwPsK,spotify:track:1hBM2D1ULT3aeKuddSwPsK,https://api.spotify.com/v1/tracks/1hBM2D1ULT3aeKuddSwPsK,https://api.spotify.com/v1/audio-analysis/1hBM2D1ULT3aeKuddSwPsK,202667,4,5
0.895,0.862,0,-6.078,0,0.0365,0.0408,0.0399,0.102,0.964,125.078,audio_features,4Ypojjb7T5AW2IgkCAxmAO,spotify:track:4Ypojjb7T5AW2IgkCAxmAO,https://api.spotify.com/v1/tracks/4Ypojjb7T5AW2IgkCAxmAO,https://api.spotify.com/v1/audio-analysis/4Ypojjb7T5AW2IgkCAxmAO,216040,4,5
0.869,0.794,0,-6.191,1,0.0984,0.0303,3.81e-06,0.07,0.656,128.022,audio_features,61s24wRVyG7NP9m7EjdDKL,spotify:track:61s24wRVyG7NP9m7EjdDKL,https://api.spotify.com/v1/tracks/61s24wRVyG7NP9m7EjdDKL,https://api.spotify.com/v1/audio-analysis/61s24wRVyG7NP9m7EjdDKL,367413,4,0
0.863,0.543,6,-13.497,1,0.13,0.0507,0.0,0.241,0.799,106.929,audio_features,6hTBP6QLwJdxbKyLlLXrGo,spotify:track:6hTBP6QLwJdxbKyLlLXrGo,https://api.spotify.com/v1/tracks/6hTBP6QLwJdxbKyLlLXrGo,https://api.spotify.com/v1/audio-analysis/6hTBP6QLwJdxbKyLlLXrGo,213267,4,0
0.67,0.845,2,-4.723,1,0.145,0.00023,0.000131,0.45,0.73,128.098,audio_features,09m1TcymsKszj3ito4Hmp7,spotify:track:09m1TcymsKszj3ito4Hmp7,https://api.spotify.com/v1/tracks/09m1TcymsKszj3ito4Hmp7,https://api.spotify.com/v1/audio-analysis/09m1TcymsKszj3ito4Hmp7,167720,4,7
0.887,0.926,5,-7.453,0,0.0798,0.000133,0.804,0.153,0.709,126.889,audio_features,3Tt6bSDbHjMWoU7oWmSrXj,spotify:track:3Tt6bSDbHjMWoU7oWmSrXj,https://api.spotify.com/v1/tracks/3Tt6bSDbHjMWoU7oWmSrXj,https://api.spotify.com/v1/audio-analysis/3Tt6bSDbHjMWoU7oWmSrXj,194301,4,4
0.687,0.978,9,-3.766,0,0.0666,0.00133,0.632,0.339,0.83,126.032,audio_features,4WEgwuhEShuXFOdV7c6FQS,spotify:track:4WEgwuhEShuXFOdV7c6FQS,https://api.spotify.com/v1/tracks/4WEgwuhEShuXFOdV7c6FQS,https://api.spotify.com/v1/audio-analysis/4WEgwuhEShuXFOdV7c6FQS,266667,4,4
0.752,0.751,1,-5.707,1,0.0453,0.353,9.93e-05,0.151,0.514,124.045,audio_features,0GaSolMcA26ZUpOqpWeNt9,spotify:track:0GaSolMcA26ZUpOqpWeNt9,https://api.spotify.com/v1/tracks/0GaSolMcA26ZUpOqpWeNt9,https://api.spotify.com/v1/audio-analysis/0GaSolMcA26ZUpOqpWeNt9,205280,4,0
0.669,0.918,5,-3.775,0,0.0383,0.228,0.000642,0.503,0.869,127.993,audio_features,1DxriAujadXoThtMQ9JTuH,spotify:track:1DxriAujadXoThtMQ9JTuH,https://api.spotify.com/v1/tracks/1DxriAujadXoThtMQ9JTuH,https://api.spotify.com/v1/audio-analysis/1DxriAujadXoThtMQ9JTuH,181253,4,7
0.849,0.875,0,-6.236,1,0.03,0.0947,0.0213,0.364,0.898,130.013,audio_features,4IiKITgHYaHrF1zUlcTyVH,spotify:track:4IiKITgHYaHrF1zUlcTyVH,https://api.spotify.com/v1/tracks/4IiKITgHYaHrF1zUlcTyVH,https://api.spotify.com/v1/audio-analysis/4IiKITgHYaHrF1zUlcTyVH,230933,4,0
0.661,0.87,11,-10.826,1,0.0365,0.000395,0.00315,0.332,0.973,131.013,audio_features,2QzyjSN4WlRHMFfN3r6Ca3,spotify:track:2QzyjSN4WlRHMFfN3r6Ca3,https://api.spotify.com/v1/tracks/2QzyjSN4WlRHMFfN3r6Ca3,https://api.spotify.com/v1/audio-analysis/2QzyjSN4WlRHMFfN3r6Ca3,244067,4,0
0.66,0.666,9,-4.342,1,0.0472,0.0759,0.0,0.0268,0.933,89.975,audio_features,1HwpWwa6bnqqRhK8agG4RS,spotify:track:1HwpWwa6bnqqRhK8agG4RS,https://api.spotify.com/v1/tracks/1HwpWwa6bnqqRhK8agG4RS,https://api.spotify.com/v1/audio-analysis/1HwpWwa6bnqqRhK8agG4RS,214227,4,0
0.804,0.801,0,-4.892,1,0.0305,0.275,3.29e-05,0.215,0.826,98.12,audio_features,3UpS7kBnkVQYG13pDDFTC4,spotify:track:3UpS7kBnkVQYG13pDDFTC4,https://api.spotify.com/v1/tracks/3UpS7kBnkVQYG13pDDFTC4,https://api.spotify.com/v1/audio-analysis/3UpS7kBnkVQYG13pDDFTC4,221107,4,0
0.735,0.873,10,-3.493,0,0.0402,0.025,3.27e-06,0.265,0.586,108.021,audio_features,4rTeOSYqwXNz5qPR2DUTFZ,spotify:track:4rTeOSYqwXNz5qPR2DUTFZ,https://api.spotify.com/v1/tracks/4rTeOSYqwXNz5qPR2DUTFZ,https://api.spotify.com/v1/audio-analysis/4rTeOSYqwXNz5qPR2DUTFZ,224960,4,5
0.787,0.904,8,-4.483,1,0.0674,0.00836,0.00104,0.0803,0.954,110.029,audio_features,7sruBwHu4S0DIo8RXKxsAY,spotify:track:7sruBwHu4S0DIo8RXKxsAY,https://api.spotify.com/v1/tracks/7sruBwHu4S0DIo8RXKxsAY,https://api.spotify.com/v1/audio-analysis/7sruBwHu4S0DIo8RXKxsAY,193200,4,0
0.556,0.993,1,-5.067,1,0.0464,0.0105,0.0341,0.403,0.702,124.016,audio_features,5qGwqO0lkbBXw4xNfzT7SF,spotify:track:5qGwqO0lkbBXw4xNfzT7SF,https://api.spotify.com/v1/tracks/5qGwqO0lkbBXw4xNfzT7SF,https://api.spotify.com/v1/audio-analysis/5qGwqO0lkbBXw4xNfzT7SF,173667,4,7
0.738,0.541,1,-5.485,1,0.0311,0.559,0.0,0.0492,0.309,134.187,audio_features,7ziHnshbknkpFLDW5yGBjO,spotify:track:7ziHnshbknkpFLDW5yGBjO,https://api.spotify.com/v1/tracks/7ziHnshbknkpFLDW5yGBjO,https://api.spotify.com/v1/audio-analysis/7ziHnshbknkpFLDW5yGBjO,387573,4,1
0.591,0.978,7,-3.958,1,0.0546,0.00187,3.77e-06,0.134,0.57,115.812,audio_features,62gODl7oTHEqkqg9MQOfRQ,spotify:track:62gODl7oTHEqkqg9MQOfRQ,https://api.spotify.com/v1/tracks/62gODl7oTHEqkqg9MQOfRQ,https://api.spotify.com/v1/audio-analysis/62gODl7oTHEqkqg9MQOfRQ,252347,4,0
0.693,0.938,7,-4.854,1,0.0296,0.105,0.00016,0.0685,0.912,108.986,audio_features,2NNiZ5qwYIKAwjbHJsxtAO,spotify:track:2NNiZ5qwYIKAwjbHJsxtAO,https://api.spotify.com/v1/tracks/2NNiZ5qwYIKAwjbHJsxtAO,https://api.spotify.com/v1/audio-analysis/2NNiZ5qwYIKAwjbHJsxtAO,172067,4,0
0.569,0.517,5,-9.352,1,0.0332,0.311,0.0,0.145,0.503,78.844,audio_features,2BIBtKMUnHyYs3BsEiILTU,spotify:track:2BIBtKMUnHyYs3BsEiILTU,https://api.spotify.com/v1/tracks/2BIBtKMUnHyYs3BsEiILTU,https://api.spotify.com/v1/audio-analysis/2BIBtKMUnHyYs3BsEiILTU,241293,4,1
0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.362,97.084,audio_features,3jVSV60WZE5jPE2a6KGNFy,spotify:track:3jVSV60WZE5jPE2a6KGNFy,https://api.spotify.com/v1/tracks/3jVSV60WZE5jPE2a6KGNFy,https://api.spotify.com/v1/audio-analysis/3jVSV60WZE5jPE2a6KGNFy,225533,4,7
0.734,0.636,5,-7.03,1,0.0815,0.0322,0.0,0.0808,0.931,96.987,audio_features,6MFQeWtk7kxWGydnJB2y36,spotify:track:6MFQeWtk7kxWGydnJB2y36,https://api.spotify.com/v1/tracks/6MFQeWtk7kxWGydnJB2y36,https://api.spotify.com/v1/audio-analysis/6MFQeWtk7kxWGydnJB2y36,216360,4,0
0.346,0.641,7,-5.627,1,0.0504,0.136,8.4e-06,0.108,0.159,77.281,audio_features,1PAgmT6YqGhd6zT9kN9gIo,spotify:track:1PAgmT6YqGhd6zT9kN9gIo,https://api.spotify.com/v1/tracks/1PAgmT6YqGhd6zT9kN9gIo,https://api.spotify.com/v1/audio-analysis/1PAgmT6YqGhd6zT9kN9gIo,264240,4,2
0.417,0.956,1,-3.771,0,0.055,0.00463,0.0,0.0725,0.93,178.119,audio_features,6zsUvdazZp3vF49lWFqxqs,spotify:track:6zsUvdazZp3vF49lWFqxqs,https://api.spotify.com/v1/tracks/6zsUvdazZp3vF49lWFqxqs,https://api.spotify.com/v1/audio-analysis/6zsUvdazZp3vF49lWFqxqs,243373,4,2
0.925,0.748,11,-5.572,0,0.278,0.0484,0.0,0.101,0.615,92.978,audio_features,2lVDc57IMK6nypg2iuEWVR,spotify:track:2lVDc57IMK6nypg2iuEWVR,https://api.spotify.com/v1/tracks/2lVDc57IMK6nypg2iuEWVR,https://api.spotify.com/v1/audio-analysis/2lVDc57IMK6nypg2iuEWVR,243027,4,3
0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,audio_features,41nT1Sp6ChR65FbsdLlFHW,spotify:track:41nT1Sp6ChR65FbsdLlFHW,https://api.spotify.com/v1/tracks/41nT1Sp6ChR65FbsdLlFHW,https://api.spotify.com/v1/audio-analysis/41nT1Sp6ChR65FbsdLlFHW,207907,4,3
0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,audio_features,4pmc2AxSEq6g7hPVlJCPyP,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,https://api.spotify.com/v1/tracks/4pmc2AxSEq6g7hPVlJCPyP,https://api.spotify.com/v1/audio-analysis/4pmc2AxSEq6g7hPVlJCPyP,230200,4,0
0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,audio_features,69XUpOpjzDKcfdxqZebGiI,spotify:track:69XUpOpjzDKcfdxqZebGiI,https://api.spotify.com/v1/tracks/69XUpOpjzDKcfdxqZebGiI,https://api.spotify.com/v1/audio-analysis/69XUpOpjzDKcfdxqZebGiI,221133,4,3
0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641,audio_features,1Oi2zpmL81Q0yScF1zxaC0,spotify:track:1Oi2zpmL81Q0yScF1zxaC0,https://api.spotify.com/v1/tracks/1Oi2zpmL81Q0yScF1zxaC0,https://api.spotify.com/v1/audio-analysis/1Oi2zpmL81Q0yScF1zxaC0,256027,4,5
0.73,0.698,1,-5.629,0,0.0288,0.0324,0.0,0.0928,0.603,115.033,audio_features,6wAV49hRfOiCTHztORMy8Y,spotify:track:6wAV49hRfOiCTHztORMy8Y,https://api.spotify.com/v1/tracks/6wAV49hRfOiCTHztORMy8Y,https://api.spotify.com/v1/audio-analysis/6wAV49hRfOiCTHztORMy8Y,200293,4,5
0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,audio_features,1Lhwn4PqeGpM4LTVUowW76,spotify:track:1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/tracks/1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/audio-analysis/1Lhwn4PqeGpM4LTVUowW76,337733,4,5
0.76,0.718,6,-3.087,1,0.147,0.00413,7.63e-06,0.18,0.927,104.42,audio_features,3iZizHVmWHdaJbvcU65S6x,spotify:track:3iZizHVmWHdaJbvcU65S6x,https://api.spotify.com/v1/tracks/3iZizHVmWHdaJbvcU65S6x,https://api.spotify.com/v1/audio-analysis/3iZizHVmWHdaJbvcU65S6x,212440,4,0
0.673,0.842,1,-10.171,0,0.0304,0.00319,1.08e-05,0.952,0.806,134.802,audio_features,3YB6nCSuFqNiqOvPtAPK9X,spotify:track:3YB6nCSuFqNiqOvPtAPK9X,https://api.spotify.com/v1/tracks/3YB6nCSuFqNiqOvPtAPK9X,https://api.spotify.com/v1/audio-analysis/3YB6nCSuFqNiqOvPtAPK9X,241133,4,7
0.559,0.972,6,-3.524,1,0.0639,0.0198,6.47e-06,0.393,0.919,82.336,audio_features,1RC5Mb0VhnlhnMlFDnrvE0,spotify:track:1RC5Mb0VhnlhnMlFDnrvE0,https://api.spotify.com/v1/tracks/1RC5Mb0VhnlhnMlFDnrvE0,https://api.spotify.com/v1/audio-analysis/1RC5Mb0VhnlhnMlFDnrvE0,183400,4,0
0.62,0.93,1,-3.685,1,0.0374,0.00043,0.0,0.0686,0.609,106.22,audio_features,2g2a5kDeZexbUTD8abcvm6,spotify:track:2g2a5kDeZexbUTD8abcvm6,https://api.spotify.com/v1/tracks/2g2a5kDeZexbUTD8abcvm6,https://api.spotify.com/v1/audio-analysis/2g2a5kDeZexbUTD8abcvm6,190173,4,0
0.532,0.967,11,-7.977,0,0.0457,0.146,0.985,0.115,0.59,136.083,audio_features,3dxDj8pDPlIHCIrUPXuCeG,spotify:track:3dxDj8pDPlIHCIrUPXuCeG,https://api.spotify.com/v1/tracks/3dxDj8pDPlIHCIrUPXuCeG,https://api.spotify.com/v1/audio-analysis/3dxDj8pDPlIHCIrUPXuCeG,225667,4,4
0.686,0.832,4,-5.673,0,0.0725,0.000321,0.127,0.583,0.884,127.023,audio_features,6KzkqZqhUBEsWYJJa2aBOd,spotify:track:6KzkqZqhUBEsWYJJa2aBOd,https://api.spotify.com/v1/tracks/6KzkqZqhUBEsWYJJa2aBOd,https://api.spotify.com/v1/audio-analysis/6KzkqZqhUBEsWYJJa2aBOd,192173,4,7
0.753,0.835,5,-4.631,0,0.0533,0.000842,8.74e-05,0.13,0.669,123.943,audio_features,2SCP5oOX5OSp5RT83h2rs0,spotify:track:2SCP5oOX5OSp5RT83h2rs0,https://api.spotify.com/v1/tracks/2SCP5oOX5OSp5RT83h2rs0,https://api.spotify.com/v1/audio-analysis/2SCP5oOX5OSp5RT83h2rs0,207067,4,5
0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.35,0.961,124.999,audio_features,5GguB1QMdud2FWbs5VHAzB,spotify:track:5GguB1QMdud2FWbs5VHAzB,https://api.spotify.com/v1/tracks/5GguB1QMdud2FWbs5VHAzB,https://api.spotify.com/v1/audio-analysis/5GguB1QMdud2FWbs5VHAzB,228140,4,5
0.747,0.891,0,-5.308,0,0.217,0.00452,0.00137,0.286,0.673,128.003,audio_features,2cVQl1i2vLirLWu4pS16GL,spotify:track:2cVQl1i2vLirLWu4pS16GL,https://api.spotify.com/v1/tracks/2cVQl1i2vLirLWu4pS16GL,https://api.spotify.com/v1/audio-analysis/2cVQl1i2vLirLWu4pS16GL,323716,4,3
0.648,0.956,10,-3.421,0,0.0497,0.0507,0.000869,0.323,0.821,126.845,audio_features,0Z3Y5cWOPaXIBI08KKDVTO,spotify:track:0Z3Y5cWOPaXIBI08KKDVTO,https://api.spotify.com/v1/tracks/0Z3Y5cWOPaXIBI08KKDVTO,https://api.spotify.com/v1/audio-analysis/0Z3Y5cWOPaXIBI08KKDVTO,218027,4,5
0.807,0.801,11,-7.206,0,0.138,0.00715,0.0773,0.827,0.673,131.008,audio_features,1GJPddM9mYZs6IwVfBfXAX,spotify:track:1GJPddM9mYZs6IwVfBfXAX,https://api.spotify.com/v1/tracks/1GJPddM9mYZs6IwVfBfXAX,https://api.spotify.com/v1/audio-analysis/1GJPddM9mYZs6IwVfBfXAX,392632,4,7
0.608,0.893,3,-6.968,1,0.0316,0.000506,0.0246,0.297,0.838,129.881,audio_features,0EoGXXi91KSqAIY7SSgizW,spotify:track:0EoGXXi91KSqAIY7SSgizW,https://api.spotify.com/v1/tracks/0EoGXXi91KSqAIY7SSgizW,https://api.spotify.com/v1/audio-analysis/0EoGXXi91KSqAIY7SSgizW,207360,4,0
0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,audio_features,0DiWol3AO6WpXZgp0goxAV,spotify:track:0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/audio-analysis/0DiWol3AO6WpXZgp0goxAV,320357,4,2
0.742,0.715,4,-4.489,1,0.0351,0.0621,0.00218,0.111,0.652,94.011,audio_features,4WGTwyHPMvB3HWiEO9R0wb,spotify:track:4WGTwyHPMvB3HWiEO9R0wb,https://api.spotify.com/v1/tracks/4WGTwyHPMvB3HWiEO9R0wb,https://api.spotify.com/v1/audio-analysis/4WGTwyHPMvB3HWiEO9R0wb,185867,4,0
0.794,0.818,0,-4.24,0,0.0728,0.152,4.95e-06,0.221,0.927,116.032,audio_features,4Pthfbs6lQNEUx1MmQMyax,spotify:track:4Pthfbs6lQNEUx1MmQMyax,https://api.spotify.com/v1/tracks/4Pthfbs6lQNEUx1MmQMyax,https://api.spotify.com/v1/audio-analysis/4Pthfbs6lQNEUx1MmQMyax,228667,4,5
0.631,0.664,6,-9.197,1,0.0242,0.0498,0.00042,0.0696,0.407,100.618,audio_features,4mjLAbsWBCuqSOqMvaPkXd,spotify:track:4mjLAbsWBCuqSOqMvaPkXd,https://api.spotify.com/v1/tracks/4mjLAbsWBCuqSOqMvaPkXd,https://api.spotify.com/v1/audio-analysis/4mjLAbsWBCuqSOqMvaPkXd,268747,4,0
0.495,0.878,6,-3.266,0,0.0361,0.00027,9.02e-05,0.07,0.825,193.947,audio_features,5AKQ1JHezaXDmN5SyMSpEr,spotify:track:5AKQ1JHezaXDmN5SyMSpEr,https://api.spotify.com/v1/tracks/5AKQ1JHezaXDmN5SyMSpEr,https://api.spotify.com/v1/audio-analysis/5AKQ1JHezaXDmN5SyMSpEr,182120,4,2
0.748,0.99,1,-4.79,1,0.0469,0.0154,0.673,0.181,0.76,125.009,audio_features,4kqv0fA0vF1vNwlVQqewdL,spotify:track:4kqv0fA0vF1vNwlVQqewdL,https://api.spotify.com/v1/tracks/4kqv0fA0vF1vNwlVQqewdL,https://api.spotify.com/v1/audio-analysis/4kqv0fA0vF1vNwlVQqewdL,307600,4,4
0.71,0.771,2,-7.599,1,0.033,0.0254,0.195,0.0732,0.825,133.999,audio_features,3XESbgrL377lzzwbcVCnMq,spotify:track:3XESbgrL377lzzwbcVCnMq,https://api.spotify.com/v1/tracks/3XESbgrL377lzzwbcVCnMq,https://api.spotify.com/v1/audio-analysis/3XESbgrL377lzzwbcVCnMq,210120,4,0
0.644,0.962,10,-4.285,0,0.0888,0.00648,0.000709,0.294,0.86,127.946,audio_features,0k44TEACp8VYXsXCy8VHk6,spotify:track:0k44TEACp8VYXsXCy8VHk6,https://api.spotify.com/v1/tracks/0k44TEACp8VYXsXCy8VHk6,https://api.spotify.com/v1/audio-analysis/0k44TEACp8VYXsXCy8VHk6,313320,4,5
0.67,0.679,8,-5.235,1,0.0565,0.012,0.072,0.111,0.365,170.004,audio_features,2K6ODEb6dQ9MPf9LmRgar8,spotify:track:2K6ODEb6dQ9MPf9LmRgar8,https://api.spotify.com/v1/tracks/2K6ODEb6dQ9MPf9LmRgar8,https://api.spotify.com/v1/audio-analysis/2K6ODEb6dQ9MPf9LmRgar8,252360,4,2
0.624,0.977,11,-3.34,0,0.22,0.00615,0.0,0.253,0.74,126.129,audio_features,6ddQ5KCkvCggk3j6KdA0zL,spotify:track:6ddQ5KCkvCggk3j6KdA0zL,https://api.spotify.com/v1/tracks/6ddQ5KCkvCggk3j6KdA0zL,https://api.spotify.com/v1/audio-analysis/6ddQ5KCkvCggk3j6KdA0zL,177573,4,3
0.785,0.907,4,-4.15,0,0.118,0.0156,1.14e-06,0.513,0.565,122.311,audio_features,5eAymAmVU6CyejjFJxvcMI,spotify:track:5eAymAmVU6CyejjFJxvcMI,https://api.spotify.com/v1/tracks/5eAymAmVU6CyejjFJxvcMI,https://api.spotify.com/v1/audio-analysis/5eAymAmVU6CyejjFJxvcMI,405760,4,7
0.841,0.522,10,-5.963,0,0.049,0.0168,1.37e-06,0.188,0.616,99.059,audio_features,5BrTUo0xP1wKXLJWUaGFtk,spotify:track:5BrTUo0xP1wKXLJWUaGFtk,https://api.spotify.com/v1/tracks/5BrTUo0xP1wKXLJWUaGFtk,https://api.spotify.com/v1/audio-analysis/5BrTUo0xP1wKXLJWUaGFtk,264947,4,5
0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,audio_features,5iNRPN7oYQvdB9AmeSW6d3,spotify:track:5iNRPN7oYQvdB9AmeSW6d3,https://api.spotify.com/v1/tracks/5iNRPN7oYQvdB9AmeSW6d3,https://api.spotify.com/v1/audio-analysis/5iNRPN7oYQvdB9AmeSW6d3,222093,4,0
0.714,0.833,5,-5.239,1,0.0259,0.00249,0.0,0.298,0.663,129.964,audio_features,3rLIv187BhjyweFe89SgLn,spotify:track:3rLIv187BhjyweFe89SgLn,https://api.spotify.com/v1/tracks/3rLIv187BhjyweFe89SgLn,https://api.spotify.com/v1/audio-analysis/3rLIv187BhjyweFe89SgLn,220920,4,0
0.587,0.828,11,-5.105,1,0.149,0.00364,0.0,0.327,0.519,123.884,audio_features,209NkbzmsUa9pAobU7xGyf,spotify:track:209NkbzmsUa9pAobU7xGyf,https://api.spotify.com/v1/tracks/209NkbzmsUa9pAobU7xGyf,https://api.spotify.com/v1/audio-analysis/209NkbzmsUa9pAobU7xGyf,260253,4,2
0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,audio_features,5yDL13y5giogKs2fSNf7sj,spotify:track:5yDL13y5giogKs2fSNf7sj,https://api.spotify.com/v1/tracks/5yDL13y5giogKs2fSNf7sj,https://api.spotify.com/v1/audio-analysis/5yDL13y5giogKs2fSNf7sj,197936,4,5
0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,audio_features,3F9ByoUqu31xU0I3G5xfVg,spotify:track:3F9ByoUqu31xU0I3G5xfVg,https://api.spotify.com/v1/tracks/3F9ByoUqu31xU0I3G5xfVg,https://api.spotify.com/v1/audio-analysis/3F9ByoUqu31xU0I3G5xfVg,284373,4,5
0.606,0.902,10,-5.41,0,0.0514,0.0188,0.0,0.0534,0.876,132.615,audio_features,4nAsykHmK2N7clWhaxNKlg,spotify:track:4nAsykHmK2N7clWhaxNKlg,https://api.spotify.com/v1/tracks/4nAsykHmK2N7clWhaxNKlg,https://api.spotify.com/v1/audio-analysis/4nAsykHmK2N7clWhaxNKlg,202573,4,5
0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,audio_features,2EZ2KXLqs9zdRVVMMz1IsH,spotify:track:2EZ2KXLqs9zdRVVMMz1IsH,https://api.spotify.com/v1/tracks/2EZ2KXLqs9zdRVVMMz1IsH,https://api.spotify.com/v1/audio-analysis/2EZ2KXLqs9zdRVVMMz1IsH,199480,4,3
0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39e-05,0.426,0.841,124.992,audio_features,2WQ09wqQBIOor7Q0VpIDBK,spotify:track:2WQ09wqQBIOor7Q0VpIDBK,https://api.spotify.com/v1/tracks/2WQ09wqQBIOor7Q0VpIDBK,https://api.spotify.com/v1/audio-analysis/2WQ09wqQBIOor7Q0VpIDBK,268840,4,5
0.739,0.807,0,-5.063,1,0.0652,0.0181,0.0,0.295,0.632,97.048,audio_features,5GYbkDveRD2I8M5ZJ14hWn,spotify:track:5GYbkDveRD2I8M5ZJ14hWn,https://api.spotify.com/v1/tracks/5GYbkDveRD2I8M5ZJ14hWn,https://api.spotify.com/v1/audio-analysis/5GYbkDveRD2I8M5ZJ14hWn,227853,4,0
0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,audio_features,4HlFJV71xXKIGcU3kRyttv,spotify:track:4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv,216773,4,5
0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,audio_features,3UGIZ8qcrMTwzLbx6Kttqt,spotify:track:3UGIZ8qcrMTwzLbx6Kttqt,https://api.spotify.com/v1/tracks/3UGIZ8qcrMTwzLbx6Kttqt,https://api.spotify.com/v1/audio-analysis/3UGIZ8qcrMTwzLbx6Kttqt,171333,4,5
0.655,0.811,8,-5.131,1,0.0545,0.0744,0.0,0.137,0.313,113.935,audio_features,61VEcQZQZUF4o7QgXsOFjB,spotify:track:61VEcQZQZUF4o7QgXsOFjB,https://api.spotify.com/v1/tracks/61VEcQZQZUF4o7QgXsOFjB,https://api.spotify.com/v1/audio-analysis/61VEcQZQZUF4o7QgXsOFjB,180650,4,2
0.673,0.637,5,-4.518,1,0.0429,0.137,0.0,0.184,0.678,123.98,audio_features,3BuLtAmXKy5uQYl4ED1zBT,spotify:track:3BuLtAmXKy5uQYl4ED1zBT,https://api.spotify.com/v1/tracks/3BuLtAmXKy5uQYl4ED1zBT,https://api.spotify.com/v1/audio-analysis/3BuLtAmXKy5uQYl4ED1zBT,201160,4,0
0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,audio_features,6QgjcU0zLnzq5OrUoSZ3OK,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK,https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK,163253,4,5
0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,audio_features,7LJkGyL4vVrtn1mho7BmtA,spotify:track:7LJkGyL4vVrtn1mho7BmtA,https://api.spotify.com/v1/tracks/7LJkGyL4vVrtn1mho7BmtA,https://api.spotify.com/v1/audio-analysis/7LJkGyL4vVrtn1mho7BmtA,225850,4,5
0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,audio_features,1zB4vmk8tFRmM9UULNzbLB,spotify:track:1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/tracks/1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/audio-analysis/1zB4vmk8tFRmM9UULNzbLB,187147,4,2
0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,audio_features,5cF0dROlMOK5uNZtivgu50,spotify:track:5cF0dROlMOK5uNZtivgu50,https://api.spotify.com/v1/tracks/5cF0dROlMOK5uNZtivgu50,https://api.spotify.com/v1/audio-analysis/5cF0dROlMOK5uNZtivgu50,208787,4,5
